"","order_id","created_at","assigned_at","picked_at","delivered_at","status","customer_id","city","lat","lon","distance_km","service_level","payment_method","items_count","order_value","delivery_fee","courier_id","note"
"303",303,"2024-04-03 21:08:44",NA,NA,NA,"canceled",3230,"Lviv",49.78684,23.913526,0.27,"Express","COD",3,"5633","60.81",74,"liquid"
"304",304,"2024-04-14 14:14:59",NA,NA,NA,"created",60,"Odesa",46.382856,30.64884,9.34,"Standart","Card",4,"2357","58.68",41,"liquid"
"305",305,"2024-04-20 13:20:42","2024-04-20 13:40:42",NA,NA,"canceled",3903,"Odesa",46.374899,30.760011,11.66,"Express","Card",1,"665","94.98",71,NA
"306",306,"2024-04-18 05:52:06",NA,NA,NA,"created",3819,"Kyiv",50.280362,30.501197,13.46,"Standart","Card",4,"1728","66.92",138,NA
"307",307,"2024-04-10 19:11:14","2024-04-10 20:03:14","2024-04-10 20:29:14","2024-04-10 21:10:14","delivered",1757,"Odesa",46.413147,30.731421,17.82,"Express","COD",5,"2562","113.46",92,"sharp"
"308",308,"2024-04-24 21:31:13",NA,NA,NA,"created",1561,"Kyiv",50.347692,30.638776,13.96,"Express","COD",5,"4 800","101.88",185,"sharp"
"309",309,"2024-04-09 10:16:17","2024-04-09 10:35:17",NA,NA,"canceled",3445,"Kyiv",50.458585,30.526961,11.2,"Standart","Card",6,"1144","62.4",93,NA
"310",310,"2024-04-09 07:32:24",NA,NA,NA,"created",2594,"Kyiv",50.538369,30.625927,19.78,"Standart","COD",1,"3227","79.56",41,NA
"311",311,"2024-04-10 14:28:46","2024-04-10 15:10:46","2024-04-10 15:51:46","2024-04-10 16:48:46","delivered",2695,"Kyiv",50.530769,30.757088,23.01,"Standart","Card",2,"4959","86.02",20,"perishable"
"312",312,"2024-04-30 14:35:22","2024-04-30 15:16:22",NA,NA,"assigned",2856,"Kyiv",50.397369,30.689668,0.68,"Standart","Card",6,"2392","41.36",23,"sharp"
"313",313,"2024-04-14 17:40:58","2024-04-14 18:20:58","2024-04-14 18:41:58","2024-04-14 19:09:58","delivered",2321,"Kyiv",50.303005,30.596753,23.47,"Standart","Card",4,"4 800","86.94",167,NA
"314",314,"07.04.2024 19:52","07.04.2024 20:11","2024-04-07 20:35:16","2024-04-07 21:21:16","delivered",1831,"Lviv",49.879084,23.984078,11.99,"Express","Card",1,"2222","95.97",153,NA
"315",315,"2024-04-12 04:33:30","2024-04-12 05:15:30",NA,NA,"canceled",3457,"Lviv",49.872355,24.09614,5.17,"Express","Card",4,"4154","75.51",126,NA
"316",316,"2024-04-05 20:27:09",NA,NA,NA,"created",1223,"Odesa",46.343357,30.661899,1.19,"Standart","COD",3,"5723","42,38",47,"perishable"
"317",317,"2024-04-27 18:15:08","2024-04-27 19:00:08",NA,NA,"assigned",1771,"Lviv",49.787041,24.053389,24.88,"Express","COD",4,"2873","134.64",121,NA
"318",318,"2024-04-16 11:01:18","2024-04-16 11:52:18","2024-04-16 12:02:18","2024-04-16 12:34:18","delivered",2919,"Odesa",46.378174,30.634115,11.56,"Express","COD",5,"1023","94.68",51,NA
"319",319,"2024-04-09 17:36:04",NA,NA,NA,"created",2579,"Odesa",46.35789,30.752029,14.4,"Express","Card",3,"4561","103.2",147,"liquid"
"320",320,"2024-04-23 05:35:20","2024-04-23 06:08:20","2024-04-23 06:46:20","2024-04-23 07:43:20","delivered",697,"Kyiv",50.449564,30.675996,12.45,"Standart","Card",2,"1920","64.9",119,NA
"321",189,"2024-04-22 19:15:19","2024-04-22 19:56:19","22.04.2024 20:24","2024-04-22 20:38:19","delivered",183,"KYIV",50.312051,30.561784,1.4,"Standart","Card",2,"2838","42.8",117,"sharp"
"322",322,"2024-04-01 03:25:33",NA,"2024-04-01 04:47:33",NA,"picked",2403,"Lviv",49.823898,23.971714,0.32,"Express","Card",2,"1845","60.96",133,"liquid"
"323",323,"2024-04-11 05:39:28","2024-04-11 06:33:28","2024-04-11 07:05:28",NA,"picked",2312,"Kyiv",50.427032,30.59739,12.21,"Express","Card",3,"4420","96.63",160,"fragile"
"324",324,"05.04.2024 21:54","05.04.2024 22:20",NA,NA,"canceled",1497,"Lviv",49.844321,24.117795,0.37,"Express","COD",1,"4285","61.11",34,NA
"325",325,"2024-04-05 14:18:38","2024-04-05 14:36:38",NA,NA,"assigned",3804,"Odesa",46.35072,30.701635,8.68,"Standart","Card",5,"3500","57.36",26,NA
"326",326,"2024-04-27 20:34:56",NA,NA,NA,"created",2814,"Odesa",46.430975,30.618353,0.9,"Standart","Card",3,"2058","41.8",90,"liquid"
"327",327,"2024-04-27 15:31:04","2024-04-27 16:26:04","2024-04-27 17:15:04",NA,"picked",840,"Odesa",46.471011,30.675011,22.45,"Standart","COD",4,"4 900","84.9",37,"sharp"
"328",328,"2024-04-18 09:50:40","2024-04-18 10:08:40","2024-04-18 10:23:40",NA,"picked",1163,"Odesa",46.426052,30.690696,6.97,"Express","Card",6,"431","80.91",51,NA
"329",329,"2024-04-20 22:40:33","2024-04-20 23:06:33","2024-04-20 23:47:33","2024-04-21 00:03:33","delivered",3767,"Odesa",46.389765,30.65272,2.37,"Express","COD",6,"4937","67.11",10,NA
"330",330,"2024-04-12 19:35:45","2024-04-12 20:11:45","2024-04-12 20:55:45","2024-04-12 21:28:45","delivered",1430,"Odesa",46.485573,30.707767,24.85,"Express","Card",5,"1357","134.55",122,NA
"331",331,"2024-04-29 17:48:25","2024-04-29 18:29:25","2024-04-29 19:02:25",NA,"picked",2881,"Kyiv",50.271037,30.41193,20.58,"Express","Card",4,"768","121.74",128,NA
"332",332,"2024-04-16 15:07:04",NA,NA,NA,"created",2533,"Odesa",46.484028,30.766778,5.22,"Standart","COD",6,"434","50.44",198,"fragile"
"333",333,"2024-04-02 23:22:12",NA,"02.04.2024 23:53",NA,"picked",711,"Kyiv",50.334781,30.437652,25.07,"Express","COD",1,"2086","135.21",133,NA
"334",334,"2024-04-17 20:15:21","2024-04-17 20:52:21",NA,NA,"canceled",3739,"Odesa",46.525835,30.737899,5.33,"Express","COD",4,"2337","75.99",64,NA
"335",335,"2024-04-24 06:51:52",NA,NA,NA,"created",1949,"Kyiv",50.464853,30.291826,9.91,"Express","COD",2,"4184","89.73",30,"sharp"
"336",336,"2024-04-30 15:47:18","2024-04-30 16:18:18",NA,NA,"canceled",1295,"Lviv",49.810048,24.11068,0.37,"Standart","COD",1,"1674","40.74",131,"sharp"
"337",337,"2024-04-19 15:01:09","2024-04-19 15:16:09","2024-04-19 15:29:09","2024-04-19 16:06:09","delivered",989,"Lviv",49.866193,23.971491,5.34,"Express","Card",6,"2736","76.02",80,NA
"338",338,"2024-04-10 11:52:34","2024-04-10 12:31:34","2024-04-10 13:24:34","2024-04-10 13:56:34","delivered",1438,"Lviv",49.781697,24.043274,1.07,"Express","Card",5,"4766","63.21",196,NA
"339",339,"2024-04-19 13:11:59",NA,NA,NA,"created",2404,"Lviv",49.782346,24.100589,2.19,"Standart","COD",4,"448","44.38",97,NA
"340",340,"2024-04-30 20:44:03",NA,NA,NA,"created",2341,"Kyiv",50.476933,30.60306,3.56,"Standart","Card",6,"891","47.12",91,NA
"341",341,"2024-04-23 18:07:40",NA,NA,NA,"created",361,"Kyiv",50.396093,30.665694,19.92,"Express","COD",5,"376","119.76",153,NA
"342",342,"2024-04-12 11:03:42","2024-04-12 12:03:42","2024-04-12 12:41:42",NA,"picked",238,"Kyiv",50.302955,30.31499,18.04,"Express","Card",2,"3897","114.12",144,NA
"343",343,"2024-04-29 16:19:53","2024-04-29 16:32:53","2024-04-29 16:51:53","2024-04-29 17:41:53","delivered",2434,"Lviv",49.839825,23.911713,22.89,"Express","Card",1,"3608","128.67",127,"fragile"
"344",344,"2024-04-23 15:28:51","23.04.2024 16:11","23.04.2024 17:01",NA,"picked",2085,"Kyiv",50.427786,30.698421,15.21,"Express","Card",6,"4950","105.63",151,"liquid"
"345",345,"2024-04-20 12:38:39","2024-04-20 12:50:39",NA,NA,"canceled",1930,"Lviv",49.79128,23.939705,8.49,"Express","Card",4,"2 344","85.47",22,"perishable"
"346",346,"2024-04-05 08:49:08",NA,NA,NA,"canceled",2150,"Odesa",46.453243,30.770642,15.56,"Standart","Card",2,"1632","71.12",21,"fragile"
"347",347,"2024-04-11 16:11:27","2024-04-11 16:55:27","2024-04-11 17:07:27",NA,"picked",2899,"Lviv",49.868203,24.031345,24.99,"Express","COD",2,"1 566","134.97",158,NA
"348",348,"2024-04-20 07:05:48","2024-04-20 07:46:48","20.04.2024 08:42",NA,"picked",1192,"Lviv",49.842355,23.956242,24.7,"Standart","Card",1,"4432","89.4",181,NA
"349",349,"2024-04-18 19:16:55","2024-04-18 20:05:55",NA,NA,"assigned",2238,"Kyiv",50.51627,30.626854,18.1,"Express","COD",3,"5350","114,30",183,NA
"350",350,"2024-04-20 18:26:09","2024-04-20 19:25:09","2024-04-20 20:00:09",NA,"picked",3171,"Odesa",46.459609,30.693618,11.83,"Express","Card",2,"3094","95.49",155,"sharp"
"351",351,"2024-04-11 07:23:46","2024-04-11 08:06:46",NA,NA,"canceled",643,"Lviv",49.836619,23.93221,7.56,"Standart","COD",6,"3037","55.12",36,"sharp"
"352",352,"2024-04-10 18:42:45","2024-04-10 19:08:45","2024-04-10 19:25:45","2024-04-10 19:50:45","delivered",1730,"Kyiv",50.328884,30.515119,7.92,"Standart","Card",5,"1726","55.84",176,"liquid"
"353",353,"2024-04-27 16:43:04","2024-04-27 17:03:04",NA,NA,"canceled",3740,"Lviv",49.76898,23.922002,11.81,"Standart","COD",4,"5651","63.62",36,"sharp"
"354",354,"2024-04-22 18:04:14","22.04.2024 18:56",NA,NA,"canceled",552,"Odesa",46.42189,30.662302,16.92,"Standart","Card",6,"161","73,84",68,NA
"355",355,"2024-04-30 20:29:25","2024-04-30 20:49:25","2024-04-30 21:09:25",NA,"picked",48,"Lviv",49.818002,24.040147,1.03,"Express","Card",6,"2003","63.09",147,"fragile"
"356",356,"2024-04-15 07:50:02","2024-04-15 08:02:02","2024-04-15 08:50:02","2024-04-15 09:11:02","delivered",3937,"Odesa",46.350101,30.64078,1.42,"Standart","COD",6,"1414","42.84",104,"perishable"
"357",357,"2024-04-01 21:31:31",NA,NA,NA,"created",1420,"Lviv",49.790608,24.109759,16.78,"Express","COD",2,"1 997","110.34",88,"perishable"
"358",358,"11.04.2024 17:26",NA,NA,NA,"created",3483,"Kyiv",50.398054,30.545752,6.92,"Standart","Card",6,"3038","53,84",149,"fragile"
"359",359,"2024-04-01 12:58:44",NA,NA,NA,"canceled",3749,"Odesa",46.396329,30.655642,14.29,"Standart","COD",6,"1 586","68.58",162,"liquid"
"360",360,"02.04.2024 04:19",NA,NA,NA,"created",3562,"Kyiv",50.442195,30.548952,5.07,"Standart","Card",6,"149","50.14",94,NA
"361",361,"06.04.2024 02:20","2024-04-06 02:53:04","2024-04-06 03:27:04","2024-04-06 04:04:04","delivered",3178,"Kyiv",50.413955,30.747474,20.05,"Standart","Card",1,"1725","80.1",50,NA
"362",362,"2024-04-29 13:11:02","2024-04-29 13:58:02","2024-04-29 14:42:02",NA,"picked",109,"Odesa",46.475315,30.630599,14.44,"Express","COD",5,"1240","103,32",14,"fragile"
"363",363,"2024-04-24 14:24:20","2024-04-24 15:04:20","2024-04-24 15:30:20","2024-04-24 16:15:20","delivered",2469,"Odesa",46.428283,30.699013,1.25,"Express","COD",5,"3554","63.75",67,NA
"364",364,"2024-04-18 20:14:00","2024-04-18 20:41:00",NA,NA,"canceled",1256,"Odesa",46.519343,30.745615,7.67,"Standart","COD",2,"2265","55.34",23,NA
"365",365,"2024-04-09 02:07:53","09.04.2024 03:06",NA,NA,"canceled",3186,"Odesa",46.469902,30.738354,25.1,"Standart","COD",3,"2144","90,20",166,"sharp"
"366",366,"2024-04-23 00:58:50","2024-04-23 01:36:50",NA,NA,"assigned",3272,"Odesa",46.481603,30.750052,6.66,"Express","Card",4,"3021","79.98",113,NA
"367",367,"2024-04-05 19:48:51","2024-04-05 20:10:51","2024-04-05 20:58:51","2024-04-05 21:22:51","delivered",3866,"Kyiv",50.352261,30.670426,11.78,"Express","COD",5,"4538","95.34",115,"sharp"
"368",368,"2024-04-03 06:38:11",NA,"2024-04-03 07:53:11","2024-04-03 08:30:11","delivered",2468,"Lviv",49.861953,23.994562,7.8,"Express","COD",5,"1746","83.4",154,"liquid"
"369",369,"2024-04-17 16:33:03","2024-04-17 17:15:03","2024-04-17 17:52:03","2024-04-17 18:40:03","delivered",1824,"Odesa",46.420964,30.619633,11.59,"Standart","COD",2,"3 151","63,18",113,NA
"370",370,"2024-04-11 19:02:34","2024-04-11 19:47:34",NA,"2024-04-11 20:55:34","delivered",1463,"Odesa",46.514237,30.76147,25.22,"Express","COD",5,"4 990","135,66",139,NA
"371",371,"2024-04-25 23:25:47",NA,NA,NA,"canceled",2030,"Lviv",49.77034,24.063991,12.55,"Express","COD",2,"3214","97,65",76,"fragile"
"372",372,"2024-04-06 22:39:26","06.04.2024 23:26","2024-04-06 23:51:26",NA,"picked",1612,"Odesa",46.355288,30.696705,23.28,"Standart","COD",2,"3715","86.56",117,NA
"373",373,"2024-04-28 22:13:37","28.04.2024 22:25","28.04.2024 22:59",NA,"picked",3829,"Kyiv",50.48343,30.365749,25.84,"Express","COD",1,"2335","137.52",64,"liquid"
"374",374,"2024-04-16 02:05:12","2024-04-16 02:59:12","2024-04-16 03:54:12",NA,"picked",3767,"Kyiv",50.524429,30.395381,15.79,"Standart","Card",2,"1384","71.58",179,NA
"375",375,"2024-04-27 21:27:14","2024-04-27 22:17:14","27.04.2024 22:33","2024-04-27 22:56:14","delivered",1065,"Lviv",49.786097,23.994994,7.38,"Express","COD",1,"4743","82.14",62,"perishable"
"376",376,"07.04.2024 06:25",NA,NA,NA,"canceled",3996,"Lviv",49.84049,24.081191,5.62,"Express","COD",1,"3982","76.86",184,NA
"377",377,"2024-04-13 11:15:19","2024-04-13 11:57:19","13.04.2024 12:30","2024-04-13 13:19:19","delivered",1004,"Odesa",46.416569,30.73132,10.84,"Standart","Card",1,"3167","61.68",33,NA
"378",378,"2024-04-05 05:59:43",NA,NA,NA,"canceled",2751,"Odesa",46.433317,30.733715,25.8,"  EXPRESS","Card",2,"1637","137.4",110,NA
"379",379,"2024-04-06 15:51:52",NA,NA,NA,"created",940,"Lviv",49.861802,23.925011,3.99,"Express","Card",2,"1664","71.97",195,NA
"380",380,"2024-04-16 22:19:54",NA,NA,NA,"created",847,"Kyiv",50.488285,30.326652,20.39,"Standart","Card",3,"4405","80.78",73,NA
"381",381,"2024-04-11 07:58:08","2024-04-11 08:57:08",NA,NA,"assigned",3259,"Lviv",49.82711,24.016979,1.52,"Standart","COD",1,"5 727","43.04",3,NA
"382",382,"2024-04-30 09:28:35","2024-04-30 10:25:35",NA,NA,"canceled",1003,"Kyiv",50.431081,30.469301,21.32,"Express","Card",1,"4657","123.96",137,NA
"383",383,"2024-04-23 19:49:41","2024-04-23 20:35:41",NA,NA,"assigned",1219,"Lviv",49.777937,23.955763,16.93,"Standart","COD",3,"2 524","73.86",70,"perishable"
"384",384,"03.04.2024 19:46",NA,NA,NA,"canceled",3078,"Odesa",46.436859,30.649137,2.37,"Standart","cod  ",6,"3810","44.74",32,"perishable"
"385",385,"2024-04-10 21:29:25","2024-04-10 22:01:25",NA,NA,"canceled",230,"Kyiv",50.432847,30.619918,24.48,"Standart","COD",6,"3069","88.96",84,"liquid"
"386",386,"2024-04-04 23:13:17","2024-04-04 23:40:17","2024-04-05 00:06:17","2024-04-05 00:34:17","delivered",1976,"LVIV  ",49.878269,23.9738,8.41,"  STANDART","COD",6,"2217","56,82",46,NA
"387",387,"2024-04-16 10:21:48","16.04.2024 10:50",NA,NA,"assigned",1101,"Lviv",49.792837,24.021053,10.35,"Express","Card",5,"5261","91.05",45,NA
"388",388,"2024-04-24 22:46:16","2024-04-24 23:38:16","2024-04-25 00:30:16",NA,"picked",2925,"Kyiv",50.495882,30.510242,8.81,"Standart","COD",6,"326","57.62",134,"perishable"
"389",389,"2024-04-12 14:36:47","2024-04-12 14:51:47",NA,NA,"assigned",1478,"Kyiv",50.284564,30.610375,13.85,"Express","COD",2,"1944","101.55",2,"fragile"
"390",390,"2024-04-19 20:04:08","2024-04-19 20:59:08","2024-04-19 21:49:08","2024-04-19 22:46:08","delivered",1634,"Odesa",46.396129,30.698288,18.27,"Express","Card",3,"3 476","114,81",124,"fragile"
"391",391,"2024-04-24 00:35:58","2024-04-24 00:56:58","2024-04-24 01:06:58","2024-04-24 01:41:58","delivered",256,"Lviv",49.857695,23.915858,4.41,"Standart","Card",4,"4321","48.82",159,NA
"392",392,"2024-04-02 01:24:26",NA,NA,NA,"created",3751,"Odesa",46.420315,30.717003,16.87,"Express","COD",1,"4499","110.61",126,"liquid"
"393",393,"2024-04-14 23:41:23","2024-04-15 00:33:23","2024-04-15 00:54:23","2024-04-15 01:05:23","delivered",2410,"Kyiv",50.506276,30.461939,3.47,"Express","Card",5,"5636","70.41",167," "
"394",394,"09.04.2024 17:48","2024-04-09 18:38:42",NA,NA,"assigned",2452,"Kyiv",50.281314,30.677577,12.39,"Express","COD",2,"2997","-97.17",141,"perishable"
"395",395,"2024-04-24 08:24:24","2024-04-24 09:05:24","2024-04-24 09:58:24",NA,"picked",205,"Kyiv",50.450975,30.437851,5.87,"Standart","Card",2,"1759","51.74",138,NA
"396",396,"2024-04-17 23:51:56",NA,NA,NA,"created",3463,"Lviv",49.837143,23.949248,10.37,"Express","COD",3,"2735","91,11",119,"liquid"
"397",397,"2024-04-09 14:34:16",NA,NA,NA,"canceled",2372,"Lviv",49.787683,24.007387,22.55,"Standart","COD",3,"3167","85.1",166,"liquid"
"398",398,"2024-04-28 14:24:53",NA,NA,NA,"canceled",3195,"Odesa",46.347191,30.662547,20.14,"Standart","Card",3,"3946","80,28",55,NA
"399",399,"19.04.2024 19:48","2024-04-19 20:23:14","19.04.2024 20:52","2024-04-19 21:23:14","delivered",3084,"Odesa",46.472602,30.635162,25.13,"Standart","COD",1,"5433","90.26",174,"fragile"
"400",401,"2024-04-11 17:33:40",NA,NA,NA,"created",980,"LVIV",49.785781,24.110373,2.93,"  Express","card",1,"4357","68.79",82,NA
"401",401,"2024-04-11 17:33:40",NA,NA,NA,"created",980,"Lviv",49.785781,24.110373,2.93,"Express","Card",1,"4357","68.79",82," "
"402",402,"2024-04-05 12:18:44","2024-04-05 12:39:44","2024-04-05 13:00:44",NA,"picked",2085,"Odesa",46.388013,30.69641,12.01,"Standart","COD",5,"2729","64.02",181,"fragile"
"403",403,"2024-04-27 08:23:37",NA,NA,NA,"created",1702,"Odesa",46.451545,30.749081,24.05,"Express","Card",6,"5135","132.15",43,NA
"404",404,"2024-04-08 13:33:27","2024-04-08 13:49:27",NA,NA,"assigned",481,"Kyiv",50.436746,30.677667,15.15,"Express","COD",5,"1257","105.45",102,NA
"405",405,"2024-04-10 01:16:06",NA,NA,NA,"created",3440,"Kyiv",50.432388,30.309524,5.51,"Standart","COD",4,"442","51,02",56,NA
"406",406,"2024-04-21 19:18:07","2024-04-21 19:50:07",NA,NA,"assigned",2795,"Lviv",49.823815,24.061414,4.02,"Express","Card",3,"5031","72.06",103,"liquid"
"407",407,"2024-04-23 04:17:14",NA,NA,NA,"created",3645,"ODESA  ",46.376558,30.761462,18.62,"Standart","Card",5,"2917","77.24",104,NA
"408",408,"2024-04-21 13:34:56","2024-04-21 13:49:56",NA,NA,"assigned",197,"Kyiv",50.448615,30.377913,15.31,"Express","COD",6,"2615","105.93",148,NA
"409",409,"2024-04-02 21:06:37",NA,"02.04.2024 21:57",NA,"picked",920,"Lviv",49.878972,24.045501,25.7,"Express","Card",4,"1267","137.1",127,"fragile"
"410",410,"2024-04-28 21:25:46",NA,NA,NA,"created",778,"Lviv",49.795309,24.047643,2.85,"Standart","COD",6,"4809","45,70",138,NA
"411",411,"2024-04-18 17:09:32","2024-04-18 18:03:32","2024-04-18 18:15:32",NA,"picked",799,"Lviv",49.812625,24.009497,9,"Express","Card",4,"4228","87",126,"perishable"
"412",412,"26.04.2024 07:49","26.04.2024 08:41",NA,NA,"assigned",1861,"Kyiv",50.270297,30.535595,8.83,"Express","Card",5,"3 445","86.49",193,"fragile"
"413",413,"2024-04-02 16:14:37",NA,NA,NA,"created",1429,"Lviv",49.8116,24.037065,4.08,"Express","Card",4,"3198","-72.24",163,NA
"414",414,"2024-04-02 11:26:38",NA,"02.04.2024 12:59",NA,"picked",3431,"Lviv",49.773411,23.917612,7.25,"Standart","Card",3,"4457","54.5",9,NA
"415",415,"2024-04-03 17:09:02",NA,NA,"2024-04-03 18:50:02","delivered",2078,"Lviv",49.825328,23.962374,21.15,"Express","COD",6,"1852","123,45",3,"perishable"
"416",416,"11.04.2024 06:43",NA,NA,NA,"created",2407,"Lviv",49.792704,24.02154,19.08,"Express","Card",2,"5768","117.24",81,"perishable"
"417",417,"2024-04-22 10:52:12","2024-04-22 11:33:12","2024-04-22 12:33:12",NA,"picked",1558,"Lviv",49.778726,24.107894,13.36,"Standart","COD",1,"2643","66.72",187,"perishable"
"418",418,"2024-04-02 08:44:26",NA,NA,NA,"canceled",3049,"Kyiv",50.542952,30.33102,13.82,"Standart","Card",5,"2172","67.64",181,NA
"419",419,"2024-04-21 17:26:43","2024-04-21 18:16:43","2024-04-21 19:10:43","21.04.2024 19:32","delivered",1789,"Odesa",46.350649,30.714046,25.52,"  EXPRESS","COD",6,"1 896","136.56",59,NA
"420",420,"08.04.2024 01:07","2024-04-08 01:34:25","2024-04-08 01:57:25",NA,"picked",801,"Kyiv",50.548938,30.491842,15.33,"Express","Card",3,"841","105,99",199,"fragile"
"421",421,"2024-04-23 16:54:44","2024-04-23 17:19:44","2024-04-23 17:35:44","2024-04-23 17:47:44","delivered",3091,"Lviv",49.815504,24.055027,17.46,"Standart","Card",4,"1022","74.92",143,NA
"422",422,"2024-04-29 17:16:20",NA,NA,NA,"created",2834,"Kyiv",50.354734,30.52153,24.46,"Express","COD",5,"974","133.38",23,"sharp"
"423",423,"2024-04-07 20:52:30","07.04.2024 21:03","07.04.2024 22:02",NA,"picked",3978,"Kyiv",50.348535,30.734388,21.93,"Express","Card",3,"1688","125.79",190,"perishable"
"424",424,"2024-04-23 03:56:31","2024-04-23 04:33:31","2024-04-23 04:53:31",NA,"picked",1428,"Kyiv",50.271849,30.336754,15.88,"Standart","Card",5,"209","71.76",167,"perishable"
"425",425,"2024-04-10 11:24:12",NA,NA,NA,"canceled",3167,"Lviv",49.852774,23.93736,20.39,"Standart","COD",5,"5799","80,78",180,NA
"426",426,"2024-04-27 15:35:55","27.04.2024 16:09","2024-04-27 17:03:55",NA,"picked",3396,"Lviv",49.851539,24.017689,1.43,"Express","Card",3,"4014","64.29",102,NA
"427",427,"2024-04-13 18:34:59","2024-04-13 18:59:59","2024-04-13 19:31:59","13.04.2024 20:28","delivered",2471,"Odesa",46.48806,30.658998,14.82,"Standart","Card",1,"3156","69.64",120,NA
"428",428,"2024-04-18 18:30:31","2024-04-18 18:57:31","2024-04-18 19:18:31",NA,"picked",2055,"Lviv",49.802531,23.998401,3.57,"Standart","Card",3,"1709","47.14",171,NA
"429",429,"27.04.2024 16:44","2024-04-27 17:07:43",NA,NA,"assigned",947,"Lviv",49.773026,23.924872,21.2,"Express","COD",3,"4521","123,60",168,NA
"430",430,"2024-04-23 20:28:04",NA,NA,NA,"created",2413,"Lviv",49.789226,24.109941,20.23,"Standart","Card",2,"1761","80.46",29,NA
"431",431,"2024-04-20 20:34:44","2024-04-20 20:52:44",NA,NA,"canceled",816,"Kyiv",50.363361,30.312592,11.71,"Express","Card",3,"2389","95.13",84,NA
"432",432,"2024-04-02 00:06:45",NA,"2024-04-02 00:55:45",NA,"picked",2730,"Odesa",46.48341,30.625343,0.2,"Standart","Card",6,"5202","40.4",41," "
"433",433,"2024-04-07 12:48:48",NA,NA,NA,"canceled",1021,"Kyiv",50.263901,30.360207,24.28,"Standart","COD",6,"1153","88.56",71,NA
"434",434,"2024-04-13 08:22:09","2024-04-13 09:20:09",NA,NA,"assigned",1621,"Kyiv",50.515231,30.481261,22.08,"Standart","Card",4,"2695","84,16",26,NA
"435",435,"2024-04-26 10:23:01",NA,NA,NA,"created",3182,"Lviv",49.807721,23.945134,11.81,"Standart","COD",4,"1973","63.62",22,NA
"436",436,"2024-04-22 09:24:36","2024-04-22 10:21:36","22.04.2024 10:38","2024-04-22 11:37:36","delivered",3067,"Lviv",49.80481,24.113473,8.76,"Express","COD",4,"1179","86.28",199,"sharp"
"437",437,"24.04.2024 20:06",NA,NA,NA,"created",2795,"Lviv",49.859553,23.922273,25.54,"Express","COD",3,"4133","136.62",156,"sharp"
"438",438,"2024-04-23 02:14:16","2024-04-23 03:10:16","2024-04-23 03:48:16","2024-04-23 04:46:16","delivered",1190,"Odesa",46.371105,30.639124,25.49,"Express","Card",4,"3394","136.47",29,"liquid"
"439",439,"2024-04-19 06:17:36",NA,NA,NA,"created",3823,"Odesa",46.341319,30.616663,0.94,"Standart","Card",1,"4915","41.88",77,"fragile"
"440",440,"2024-04-26 11:00:03","2024-04-26 11:42:03","2024-04-26 11:56:03",NA,"picked",1606,"Kyiv",50.399145,30.691521,9.62,"Express","COD",5,"3438","88.86",75,NA
"441",441,"24.04.2024 03:59","2024-04-24 04:37:08","2024-04-24 05:16:08",NA,"picked",3782,"Odesa",46.395184,30.739665,8.03,"Express","COD",5,"5312","84.09",160,"liquid"
"442",442,"2024-04-05 10:59:42","2024-04-05 11:32:42","2024-04-05 12:21:42",NA,"picked",3942,"Lviv",49.870905,23.980456,23.18,"Express","Card",1,"5427","129.54",64,"fragile"
"443",443,"2024-04-11 00:53:16","2024-04-11 01:19:16",NA,NA,"canceled",488,"Kyiv",50.361517,30.726665,15.86,"Express","Card",1,"697","107.58",15,"sharp"
"444",444,"2024-04-19 09:16:52",NA,NA,NA,"created",1608,"Lviv",49.883019,24.073515,22.25,"Express","COD",6,"3 020","126.75",14,NA
"445",445,"30.04.2024 14:20","30.04.2024 14:35",NA,NA,"assigned",3346,"Odesa",46.377109,30.647634,22,"Express","Card",4,"456","126",32,NA
"446",446,"2024-04-16 15:55:09","2024-04-16 16:30:09","2024-04-16 17:26:09","2024-04-16 17:48:09","delivered",1457,"Odesa",46.447127,30.674217,5.22,"Express","Card",2,"412","75.66",15,"liquid"
"447",447,"2024-04-27 03:26:09","2024-04-27 04:16:09","2024-04-27 04:47:09",NA,"picked",171,"Kyiv",50.538598,30.423625,18.87,"Express","COD",6,"4921","116.61",124,"liquid"
"448",448,"2024-04-11 06:07:23","2024-04-11 06:26:23","2024-04-11 07:21:23","2024-04-11 07:37:23","delivered",2510,"Kyiv",50.551347,30.657229,7.61,"Standart","Card",1,"2726","55,22",25,NA
"449",449,"2024-04-29 16:25:47","2024-04-29 16:58:47",NA,NA,"picked",2667,"Odesa",46.494765,30.659822,12.73,"Express","Card",3,"2111","98.19",6,NA
"450",450,"2024-04-12 03:10:57","12.04.2024 03:33","2024-04-12 04:28:57",NA,"picked",1116,"Odesa",46.429011,30.63425,4.46,"Express","COD",3,"4611","73.38",101,NA
"451",451,"2024-04-21 07:20:16","2024-04-21 08:04:16","2024-04-21 08:29:16",NA,"picked",508,"Kyiv",50.498313,30.603477,7.83,"Express","Card",5,"3762","83.49",191,"perishable"
"452",452,"06.04.2024 08:40","2024-04-06 08:59:48","2024-04-06 09:20:48",NA,"picked",1390,"Kyiv",50.366576,30.536494,9.35,"Express","Card",6,"4107","88.05",104,NA
"453",453,"12.04.2024 14:06",NA,NA,NA,"canceled",1618,"Lviv",49.818204,24.029942,4.65,"Standart","COD",2,"657","49.3",106,NA
